review/profileName,review/time,review/overall,review/taste,review/palate,review/appearance,beer/name,beer/style,beer/beerId
KAF,1231977600,14/20,7/10,3/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
jujubeast6000,1231113600,14/20,8/10,3/5,3/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
SuperDave,1227744000,14/20,7/10,3/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
GMCC2181,1227052800,16/20,7/10,4/5,2/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
Sparky,1226880000,15/20,8/10,3/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
Cletus,1225238400,15/20,7/10,3/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
Rusty,1224374400,17/20,7/10,4/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
Indulgence,1224201600,16/20,7/10,3/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
BOLTZ7555,1208304000,15/20,6/10,3/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
hellbilly,1203292800,16/20,7/10,4/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
awaisanen,1189728000,15/20,8/10,4/5,3/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
CharlesDarwin,1187913600,15/20,8/10,4/5,3/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
OhioDad,1180137600,16/20,7/10,3/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
hopdog,1178496000,15/20,7/10,3/5,3/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
bhensonb,1170892800,16/20,7/10,4/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
cbkschubert,1167436800,16/20,7/10,3/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
swanmann,1162684800,17/20,8/10,4/5,5/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
CptAwesome,1155686400,18/20,8/10,4/5,5/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
GreatLibations,1151884800,13/20,6/10,4/5,5/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
ChillCoat,1145836800,18/20,7/10,4/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
TheBeerLover,1138752000,15/20,8/10,4/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
ontario102,1136505600,14/20,7/10,3/5,3/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
Bockyhorsey,1124841600,17/20,7/10,4/5,5/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
ricardowess,1098057600,15/20,8/10,4/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
turbo,1093305600,17/20,8/10,5/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
Kinz,1091059200,16/20,7/10,4/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
TChrome,1086048000,14/20,7/10,4/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
haddon90,1085529600,11/20,6/10,2/5,3/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
JonR888710,1085529600,13/20,7/10,3/5,2/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
jgb9348,1085529600,16/20,8/10,4/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
Sickboy282,1085011200,13/20,6/10,3/5,3/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
dberger624,1079654400,13/20,7/10,4/5,4/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
crazyvin,1078531200,12/20,6/10,3/5,3/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
mds,1077408000,17/20,8/10,5/5,3/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
mkobes,1075507200,14/20,8/10,5/5,5/5,Sonoran Burning Bird Pale Ale,American Pale Ale,11331
CaptainCougar,1197676800,16/20,8/10,4/5,4/5,Papago Procrastinator Dopplebock,Doppelbock,70107
hellbilly,1182643200,17/20,8/10,4/5,4/5,Papago Procrastinator Dopplebock,Doppelbock,70107
unclemattie,1175040000,16/20,9/10,5/5,5/5,Papago Procrastinator Dopplebock,Doppelbock,70107
MNovak,1174953600,15/20,7/10,4/5,5/5,Papago Procrastinator Dopplebock,Doppelbock,70107
turbo,1172016000,15/20,7/10,3/5,3/5,Papago Procrastinator Dopplebock,Doppelbock,70107
Bockyhorsey,1171929600,13/20,7/10,3/5,3/5,Papago Procrastinator Dopplebock,Doppelbock,70107
bhensonb,1170892800,14/20,7/10,4/5,3/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
swanmann,1162684800,13/20,6/10,4/5,4/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
irishsnake,1156118400,13/20,7/10,2/5,2/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
ontario102,1136419200,12/20,5/10,3/5,3/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
Terminus,1119312000,13/20,6/10,3/5,3/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
Bockyhorsey,1104105600,12/20,5/10,3/5,4/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
turbo,1093392000,5/20,4/10,3/5,2/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
Gusler,1091923200,15/20,6/10,3/5,3/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
jazz88,1083974400,13/20,6/10,3/5,3/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
GEOBRAU,1068508800,16/20,8/10,3/5,3/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
dankitydancer,1067299200,16/20,7/10,3/5,3/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
brewblackhole,1066176000,10/20,6/10,3/5,4/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
sofey,1066003200,8/20,8/10,4/5,3/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
FlacoAlto,1062547200,11/20,6/10,3/5,3/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
Indra,1058486400,10/20,5/10,2/5,3/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
kyzr,1048982400,11/20,6/10,3/5,3/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
argo0,1046044800,8/20,4/10,2/5,3/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
TheTsunami,1043452800,12/20,6/10,3/5,3/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
bbooth,1041120000,11/20,6/10,3/5,3/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
beerguy101,1033689600,10/20,4/10,3/5,4/5,Sonoran Top Down Kolsch Style Ale,Klsch,19670
hellbilly,1230076800,8/20,4/10,3/5,2/5,Sonoran C.I.A. Citrus Infused Ale,Fruit Beer,56794
Rusty,1227225600,15/20,6/10,3/5,3/5,Sonoran C.I.A. Citrus Infused Ale,Fruit Beer,56794
bager,1159228800,4/20,2/10,2/5,2/5,Sonoran C.I.A. Citrus Infused Ale,Fruit Beer,56794
ElGaucho,1142035200,16/20,8/10,5/5,4/5,Papago El Diablo Rojo,American Strong Ale,48075
argo0,1132963200,12/20,6/10,3/5,4/5,Papago El Diablo Rojo,American Strong Ale,48075
willblake,1128902400,15/20,7/10,4/5,4/5,Papago El Diablo Rojo,American Strong Ale,48075
Rastacouere,1128902400,14/20,7/10,4/5,4/5,Papago El Diablo Rojo,American Strong Ale,48075
whaleman,1128384000,14/20,7/10,4/5,4/5,Papago El Diablo Rojo,American Strong Ale,48075
BigBastard,1127088000,17/20,8/10,4/5,4/5,Papago El Diablo Rojo,American Strong Ale,48075
Schultsc,1126915200,17/20,7/10,4/5,4/5,Papago El Diablo Rojo,American Strong Ale,48075
FoolishMortal,1126396800,16/20,6/10,3/5,3/5,Papago El Diablo Rojo,American Strong Ale,48075
Aurelius,1124841600,13/20,7/10,3/5,4/5,Papago El Diablo Rojo,American Strong Ale,48075
PullMeABeer,1124409600,17/20,9/10,4/5,4/5,Papago El Diablo Rojo,American Strong Ale,48075
Steib,1123804800,18/20,8/10,5/5,4/5,Papago El Diablo Rojo,American Strong Ale,48075
bigbeersrule,1121731200,20/20,10/10,5/5,5/5,Papago El Diablo Rojo,American Strong Ale,48075
Gusler,1120176000,17/20,8/10,4/5,4/5,Papago El Diablo Rojo,American Strong Ale,48075
FlacoAlto,1118966400,16/20,8/10,4/5,4/5,Papago El Diablo Rojo,American Strong Ale,48075
Bockyhorsey,1118880000,16/20,8/10,4/5,3/5,Papago El Diablo Rojo,American Strong Ale,48075
turbo,1118880000,18/20,9/10,4/5,4/5,Papago El Diablo Rojo,American Strong Ale,48075
FlacoAlto,1139961600,12/20,6/10,3/5,4/5,Sonoran Top Down Blonde,Cream Ale,53506
Bockyhorsey,1139961600,12/20,6/10,3/5,3/5,Sonoran Top Down Blonde,Cream Ale,53506
jujubeast6000,1135987200,12/20,6/10,3/5,4/5,Sonoran Top Down Blonde,Cream Ale,53506
Sparky,1211846400,15/20,6/10,4/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Rusty,1211760000,16/20,7/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
BOLTZ7555,1211328000,14/20,7/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
GreatLibations,1210896000,18/20,6/10,5/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
highibus,1208908800,16/20,7/10,4/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
cbkschubert,1203638400,13/20,6/10,4/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
SuperDave,1203206400,16/20,6/10,4/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
arondee,1321401600,15/20,8/10,4/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
DiarmaidBHK,1319328000,14/20,8/10,4/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
crajun,1318118400,15/20,7/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Ibrew2or3,1317427200,9/20,5/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
jtclockwork,1305676800,15/20,7/10,3/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
fata2683,1304380800,15/20,8/10,4/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
iwantalambic,1303603200,12/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
jrallen34,1301443200,15/20,9/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
lucklys,1297555200,15/20,9/10,4/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
nuplastikk,1296518400,16/20,8/10,4/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
madmitch76,1295654400,14/20,7/10,4/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
JoeMcPhee,1294704000,12/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
deyholla,1291593600,13/20,6/10,4/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
zdk,1284940800,15/20,4/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
WisconsinBeer,1284681600,14/20,8/10,4/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
danielcurtis81,1283990400,16/20,7/10,5/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Swalden28,1283040000,15/20,7/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Savvy1982,1280966400,13/20,5/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
gdschermer,1279929600,14/20,7/10,4/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Padron4KM,1279324800,15/20,7/10,4/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
dcschiller,1278201600,13/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
bu11zeye,1277769600,12/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
thirdeye11,1277510400,12/20,5/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
blutt59,1277078400,13/20,7/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
BMan1113VR,1276905600,14/20,6/10,3/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
j12601,1272412800,15/20,7/10,3/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
bb,1271116800,14/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
alexanderj,1267833600,14/20,7/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
sebletitje,1266105600,13/20,6/10,2/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
eaglefan538,1266105600,10/20,5/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
MeadMe,1265500800,14/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Sammy,1265500800,16/20,6/10,3/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
LilBeerDoctor,1265414400,13/20,6/10,3/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Steib,1263945600,10/20,5/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Mora2000,1263340800,14/20,7/10,4/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
jujubeast6000,1259971200,12/20,6/10,4/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
tokyogoat,1256428800,14/20,6/10,3/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
tucsonsam,1252800000,14/20,8/10,4/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Snojerk321,1252368000,14/20,7/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Cletus,1246233600,16/20,8/10,4/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Avengedpoet,1245715200,12/20,6/10,2/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
turbo,1241654400,13/20,7/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
pepsican,1241049600,13/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
yobdoog,1238630400,12/20,5/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
riversideAK,1237161600,15/20,7/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
durhambeer,1236643200,14/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
RCL,1235001600,16/20,7/10,4/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
JCB,1233532800,14/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
emacgee,1233532800,16/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
ajm,1231891200,15/20,8/10,3/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
nbutler11,1231632000,12/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
hopdog,1230508800,12/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
GeneralGao,1229731200,11/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Hophead22,1228608000,12/20,5/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
mcbackus,1227744000,16/20,7/10,4/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
BuckNaked,1227744000,16/20,8/10,4/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Homer321,1227139200,12/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Glouglouburp,1224633600,15/20,7/10,3/5,2/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
hopscotch,1224633600,12/20,7/10,3/5,2/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
DragonStout,1224633600,14/20,6/10,4/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
BeerVirgin72,1224633600,15/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
GodOfThunder,1224633600,15/20,8/10,4/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Beerlando,1224547200,14/20,7/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
daknole,1224460800,15/20,7/10,4/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Indulgence,1224201600,16/20,7/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
pineypower,1223856000,13/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
dmac,1223856000,11/20,6/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
kramer,1218844800,14/20,7/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
Bockyhorsey,1214697600,14/20,7/10,3/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
hellbilly,1213920000,17/20,7/10,4/5,3/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
FlacoAlto,1212019200,12/20,6/10,3/5,4/5,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,84364
SuperDave,1204761600,12/20,5/10,3/5,3/5,Sonoran Heartland Hefe,Wheat Ale,2300
hellbilly,1203897600,9/20,4/10,3/5,3/5,Sonoran Heartland Hefe,Wheat Ale,2300
Niighthawk,1166054400,18/20,9/10,4/5,4/5,Sonoran Heartland Hefe,Wheat Ale,2300
ontario102,1136419200,13/20,6/10,4/5,3/5,Sonoran Heartland Hefe,Wheat Ale,2300
Steib,1063065600,9/20,4/10,2/5,3/5,Sonoran Heartland Hefe,Wheat Ale,2300
FlacoAlto,1062460800,9/20,5/10,3/5,3/5,Sonoran Heartland Hefe,Wheat Ale,2300
austinpowers,1050969600,1/20,2/10,2/5,2/5,Sonoran Heartland Hefe,Wheat Ale,2300
boto,1050192000,10/20,5/10,3/5,3/5,Sonoran Heartland Hefe,Wheat Ale,2300
beerguy101,1046995200,12/20,5/10,3/5,3/5,Sonoran Heartland Hefe,Wheat Ale,2300
argo0,1046044800,8/20,4/10,2/5,3/5,Sonoran Heartland Hefe,Wheat Ale,2300
TheTsunami,1043452800,9/20,5/10,3/5,2/5,Sonoran Heartland Hefe,Wheat Ale,2300
lovibond,1038355200,4/20,1/10,3/5,3/5,Sonoran Heartland Hefe,Wheat Ale,2300
Gusler,1022284800,11/20,6/10,3/5,3/5,Sonoran Heartland Hefe,Wheat Ale,2300
maija,1019952000,18/20,7/10,4/5,4/5,Sonoran Heartland Hefe,Wheat Ale,2300
spydog,1017446400,8/20,4/10,2/5,3/5,Sonoran Heartland Hefe,Wheat Ale,2300
Bockyhorsey,1138492800,14/20,7/10,3/5,3/5,Sonoran Festivus,Spice/Herb/Vegetable,21140
turbo,1138492800,15/20,8/10,3/5,3/5,Sonoran Festivus,Spice/Herb/Vegetable,21140
Steib,1083542400,12/20,5/10,3/5,3/5,Sonoran Festivus,Spice/Herb/Vegetable,21140
Gusler,1047168000,15/20,7/10,3/5,3/5,Sonoran Festivus,Spice/Herb/Vegetable,21140
dcschiller,1320364800,15/20,8/10,3/5,4/5,Sonoran Oaked Vanilla Bean Inebriator Stout,Imperial Stout,158054
bigbeersrule,1095206400,18/20,10/10,5/5,4/5,Papago Six Shooter Imperial Wheat Pale Ale,Wheat Ale,33791
MartinT,1092787200,15/20,7/10,3/5,5/5,Papago Six Shooter Imperial Wheat Pale Ale,Wheat Ale,33791
beermatrix,1086220800,17/20,9/10,4/5,4/5,Papago Six Shooter Imperial Wheat Pale Ale,Wheat Ale,33791
Brodie,1085097600,16/20,7/10,4/5,4/5,Papago Six Shooter Imperial Wheat Pale Ale,Wheat Ale,33791
Steib,1083456000,17/20,9/10,3/5,3/5,Papago Six Shooter Imperial Wheat Pale Ale,Wheat Ale,33791
Gusler,1083456000,15/20,8/10,4/5,3/5,Papago Six Shooter Imperial Wheat Pale Ale,Wheat Ale,33791
ajm,1194825600,17/20,9/10,4/5,4/5,Papago Wee Smokey,Scottish Ale,30180
jstu9,1096156800,18/20,9/10,5/5,4/5,Papago Wee Smokey,Scottish Ale,30180
MartinT,1092787200,13/20,7/10,3/5,4/5,Papago Wee Smokey,Scottish Ale,30180
unclebleen,1082332800,17/20,8/10,4/5,4/5,Papago Wee Smokey,Scottish Ale,30180
BelgianGirl,1075248000,15/20,6/10,3/5,3/5,Papago Wee Smokey,Scottish Ale,30180
murrayswine,1143417600,17/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Eyedrinkale,1127260800,16/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
sloth,1119571200,15/20,9/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Bockyhorsey,1118880000,17/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
goldtwins,1109721600,15/20,7/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Cartoonkhaki,1107129600,11/20,6/10,2/5,2/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Crosling,1107043200,9/20,5/10,3/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
mds,1104364800,16/20,8/10,5/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Padron4KM,1097971200,16/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Pigfoot,1095120000,16/20,7/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
turbo,1093996800,2/20,2/10,2/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
JasonG,1093564800,14/20,6/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Vac,1093564800,15/20,7/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
MartinT,1092787200,14/20,7/10,4/5,5/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
mjg74,1091836800,15/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
SubstanceT,1087862400,13/20,7/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
YourDarkLord,1087776000,14/20,7/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
calivania,1085356800,17/20,7/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
RichJ7,1085097600,15/20,7/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
unclebleen,1082505600,17/20,8/10,4/5,5/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
BigBastard,1076544000,16/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
irishsnake,1073779200,15/20,7/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
flutetokill,1073347200,17/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
ZepolK,1068768000,14/20,7/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
FlacoAlto,1067126400,13/20,6/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Sham,1067040000,15/20,8/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Terminus,1066608000,13/20,6/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
harlequinn,1066003200,16/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
drinkbeer,1064793600,17/20,7/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
insomniapoet,1061510400,17/20,8/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
lunaticharness,1058140800,12/20,5/10,3/5,5/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
SDbruboy,1057622400,14/20,7/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
21iceman40,1056844800,15/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
boto,1049587200,15/20,7/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Indra,1048809600,16/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
aobecksy,1047945600,16/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
jsquire,1047772800,16/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
fraternie,1046649600,15/20,7/10,3/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Andrew196,1045526400,12/20,5/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
loweredsixth,1044144000,14/20,7/10,3/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
JCW,1043193600,15/20,7/10,4/5,5/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Kasteelfreak,1043020800,16/20,7/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
TheTsunami,1042848000,16/20,8/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
TAR,1038268800,13/20,7/10,3/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
jazz88,1038268800,17/20,8/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
beerguy101,1033689600,17/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Gusler,1031875200,18/20,8/10,5/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
HighGravity,1031011200,16/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
spydog,1021420800,17/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
bbooth,1020988800,16/20,7/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
maxhits,1016582400,16/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
beerbuff99,1013817600,17/20,10/10,5/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Sickboy282,1010361600,8/20,6/10,4/5,5/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
40oz,1005868800,17/20,7/10,4/5,5/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
BeerLimey,1005782400,16/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
joet,1001289600,16/20,7/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Shadallion,991353600,15/20,7/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
