text,description,parent_asin,review_title,verified_purchase,rating,product_title,id
Item exactly as described!! Nice gift,"[""Digibuddha Christmas ornaments are beautiful, high quality gifts that become treasured keepsakes for years to come. Our ornaments make one-of-a-kind gifts to commemorate lifetime firsts and momentous occasions. Celebrate important events with a keepsake ornament this season such as an engagement ornament, first Christmas as newlyweds ornament, baby's first Christmas ornament, first home ornament, first year as a grandmom ornament, or even annual couples ornaments to add to your ornament collection year after year!"", 'ABOUT DIGIBUDDHA ORNAMENTS: Our ornaments are made using fine white porcelain (ceramic) with a flawless glossy glaze finish. Each original handmade ornament is permanently fused so the art becomes part of the ornament, NOT decals or stickers. Ready for gifting with the FREE included gift box!', 'LISTING INCLUDES:  3"" fine white porcelain ornament with flawless glaze finish  Beautiful original design as shown in sample  FREE hanging ribbon included (color shown in sample)  FREE white gift box with custom gift tag, Ready for gift giving!']",B07FZ6585T,Exactly as described!,True,5.0,"DIGIBUDDHA Police Husband Christmas Ornament Gift Tree Decoration Porcelain Keepsake Present for Male Officer Life Partner Mate from Wife Spouse 3"" Flat Ceramic Collectible with Ribbon & Free Box",38780
Just what I expected...very pretty (for my granddaughter),['8x10 UNFRAMED Prints'],B07KNX3PMV,Met expectations,True,5.0,"Unicorn Watercolor Wall Art Print - 8x10 Unframed Photo - Perfect Gift for Girls Room, Chic Home Decor",43107
To My Warrior in my life.,['8x10 UNFRAMED Prints'],B09GL65RK6,My so loved it,True,5.0,Boys Bedroom Decor - Black Art - African American Art - To My Son Gifts from Mom - Little Boys Room Decor - Wall Art for Boys - Blue Baby Boy Nursery Decor - Kids Room Decor - Family Decor,68978
"Easy to install, looks great and much comfort. Quality is awesome!!!",['| 100% Leather | 0% Compromise Handcrafted to last |'],B0BTYGY9W6,Comfortable!!!,True,5.0,Trip Machine Company Leather Motorcycle Grips Wrap Black,79343
I got this bag for my girlfriend. Not only was it made a of good quality materials. The personalized customization is what makes it great! I contacted the seller about shipping logistics and wow they amazed me. Definitely would buy from them again! Highly recommended.,"[""Here at Simply Custom Life, we know gifts! Whether you are giving this as a gift or treating yourself for once, this tote is functional and loved by many! Great for carrying books, computers, iPads, clothes and whatever else you would need it for. \xa0We offer an optional 13-pocket organizer for some added space.  What makes this bag truly special is the design we print on the front pocket.\xa0It is easily customized by adding a name. Some specs about the bag:There is a black front pocket with a pen loop. The main compartment is zippered. The back panel of the tote is black. It is very important to us that you love your bag, so please be specific with any special requests. \xa0We'll design a bag for you! Let us know if you have a design you would like to see.""]",B01FNDCF5G,"Great quality, and definitely a good fit for that special teacher in your life.",True,5.0,Custom Teacher Tote - Teachers Change the World Apple - Personalized Teacher Tote Bag with Mesh Pockets #1546,10900
"This little ring is adorable, not disappointed!!<br />My fingers are a little chunky so it doesn’t give the look I like.  But I love it. You won’t be unhappy.","[""With an elegant style to easily match any trend, these solid gold stacking rings are the staple of every collection. Made from solid gold, the Thin Stacking Ring features a timeless and minimalist design that never goes out of style. From day to night, this dainty gold ring adds a hint of shine to any outfit. Each color is beautifully hand crafted from 1mm thick gold wire, as seen in the photos above. This simple design is perfect for you or your loved one's stacking ring collection.""]",B0CB9NSN82,Tiny,True,4.0,"Solid 14k Gold Thin Stacking Ring (yellow-gold, 7)",81547
Our neighbors have 3 pugs...This was a perfect Christmas gift...They loved them!,"['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact dictionary page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",B01M6YP6NN,"Cute, Creative, and a Good Quality Print",True,5.0,"Captain Grumble the Sea Pug Riding His Narwhal Steed, Noodles Art Print Beautifully Upcycled Dictionary Page book Art Print Pug On a Narwhal",16245
"So adorable. Vibrant colors, whimsical, nice thickness with a satin finish. So fun, but not overly juvenile. Put these in my dining room, dark blue on print went well with greige walls and black paneling we have. Overall, thrilled!","[""This set of six space men and women is so charming, we're in love! These funky astronauts are getting down and spreading good vibes. Includes six full bleed prints, 8x10 inches, unframed. Navy blue background, full bleed."", ""We designed this collection of wall prints with equal parts whimsy and imagination. They are so darling, they make the perfect gift! Great for kid's rooms and play rooms! Prints come unframed and ready to hang.""]",B0B6WY77DN,Whimsical and great quality,True,5.0,6 Astronauts Wall Prints Space Men & Women Posters for Big Kid's Room | Boy or Girl Bedroom Adult Wall Hanging 8x10 inches Unframed Printed in USA by Ritzy Rose (Dancing Astronauts Navy),74783
Wonderful gift.,"['**FRAME IS NOT INCLUDED** This reduces shipping costs and can be purchased inexpensively at craft stores or stores like Wal-Mart. The 8.5""x11"" print fits a frame with an 8""x10"" Mat. Picture shown is in an 11""x14"" frame with an 8\'\'x10"" mat.', '***********************************************************************************************', 'We can customize anything with the design. If you would like something changed, just let us know. Please allow 2-4 business days for it to ship.**Do you need your order QUICKLY? Upgrade to Priority Mail. Priority Mail usually arrives in 1 to 3 days once it has shipped.**', '***********************************************************************************************', 'POLICE Thin Blue Line across US State on Burlap - Personalized', 'Made by a Police Officer for Officers. Thank You for your service!!', '***********************************************************************************************']",B019SPM8FC,Five Stars,True,5.0,POLICE Officer Gift For Men Women Thin Blue Line Flag across ANY US State - Personalized on Burlap For Home Office - Customized Wall Decor - Law Enforcement Retirement Graduation Promotion,87977
"I bought this for my husband for Father's day and gifted myself one too. It has great detail, its light. One down side is not insulated, but I don't mind. Highly recommended!!","['Each tumbler is personalized using laser engraving machines to permanently etch your choice of text into the surface of the tumbler. Our tumblers are vacuum insulated stainless steel, so they keep drinks hot or cold for hours. Includes a straw and lid.']",B07V5P6WHK,Great gift!,True,5.0,"Personalized Laser Engraved 22 oz Stainless Steel Tumbler with Custom Mama/Papa Bear and Cubs - Includes Straw and Lid - Bear, Mama, Papa, Cubs, Parent Gift, Mother's Day Gift, Father's Day Gift",51733
"Loved that it qas easy to put on the wall,did not have to transfer from one paper to another.Was placed in dining room.","[""This vinyl wall decal is the perfect addition to any home. It would also be perfect to put in your living room, dining room or even sitting area! This wall decal has a matte finish and looks like it's painted wall decor after applying. Works on smooth and lightly textured walls only. Peel & Stick construction makes this wall decal very easy to install. Color chart and policies are shown above. All colors in chart are available but may not show in color drop down menu. If you would like a color not in the menu, just contact us. All of our wall decals are removable for up to 2 years but not reusable. Check out the Sticky Wall Vinyl store to see hundreds of handmade vinyl wall decals that are a perfect way to decorate your home or give them as a Christmas gift! COLORS: You may choose a color for the initial and another one for the name with established date. **wide= left to right **high = top to bottom ** Measurements are an estimate and will change based on the personalized name. Dimensions shown in size options are the overall dimensions for all pieces of the decal when applied like in the picture. Picture shows largest size. ** IMAGE SHOWN: The image shown is an example of what this product can look like however, this is a custom product where you select the size, colors, and other variables. Please be sure to select the options that you would like for your decal when purchasing. ********** ALL ARTWORK & IMAGES ARE COPYRIGHT PROTECTED and the EXCLUSIVE PROPERTY OF STICKY WALL VINYL LLC. ANY COPYRIGHT INFRINGEMENT WILL BE REPORTED TO AMAZON AND IS SUBJECT TO PROSECUTION **********""]",B01M1LBZ53,You'll love it!,True,5.0,Custom Family Name Wall Decal - Personalized Name Wall Sticker - Custom Name Wall Sign - Monogram Stencil,15661
"I bought this work of art for my sister.  She loves real looking butterflies, it's mounted on a page of an old dictionary, while flying out of a vintage record player.  She said: where did you find it!  Be sure to put it in a black frame.","['ORIGINAL WALL DECOR', 'At VintBo, we specialize in creating unique and memorable pieces of art that are sure to add a fun vintage style to your home decor.', 'ORIGINAL DICTIONARY PAGE', 'The artwork is printed an authentic antique dictionary page from the early to mid-1900’s. The pages that are used for each print are random pages from a vintage dictionary. Each page has a great antique look and feel. You will receive the exact image shown however the dictionary pages that are used will vary. This makes each print one of a kind, as no two pages will be exactly the same.', 'READY TO BE FRAMED', 'The prints DO NOT come framed, but will fit any standard 8x10 frame or any larger frame with an 8x10 matte.', 'GREAT AS A GIFT', 'Our prints make the perfect gift for wall decor for an office, home, bedroom, kitchen, college dorm, dining room, living room, family room, bathroom or even the gym. And they are a great wall decoration for any age: adults, students, kids.', 'HANDMADE IN THE USA', 'I personally create each design and carefully package each print with a protective plastic sleeve inside a rigid mailing envelope to protect the artwork during shipping. Each print measures at 8x10 inches', 'STURDY PACKAGING', 'Each print comes in an EXTRA sturdy envelope for support and protection from any damage during the shipping process.', 'SO MANY MORE DESIGNS', 'Check out the VINTAGE BOOK ART CO store at the top left of this page. I offer a very large variety of prints within my shop here on Amazon. My current print selections include; Vintage Dictionary Art Prints, Gold Foil Prints, Nursery Room Prints, Kids Bedroom Prints, Bathroom Prints, Kitchen Prints, Larger Scale prints and posters, and much more. Enjoy!']",B017FR5KQE,Beautiful Butterflies,True,5.0,"Vintage Record Player With Butterflies Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",85700
They were amazing.,"['UNFRAMED PRINTS', '- I have to put this in for the people that don\'t read the words Unframed Print in the title. Of course if they didn\'t read the title or the words on the pictures they probably won\'t read this LOL. We tried. It\'s a print. It\'s not printed on wood, stone, slate, matboard, or any other kind of substrate. It\'s not thick sign, it\'s a print. It\'s not framed. That\'s why every picture says ""Frame not Include"". If you did read this far, Thank You', 'MAKES A GREAT GIFT', ""- My huge portfolio makes it easy to find the perfect gift for the people you care about. Friends love to get them for Birthdays, Christmas, Hanukkah, weddings, anniversaries, retirement, graduation, Father's Day, Mother's Day, Valentine's Day or house warming. Makes a great gift for your friends, husband, wife, son daughter mom, dad, co-workers, grandfather, grandmother, aunt uncle, cousin, spouse, or boss"", 'PERFECT FOR ANY ROOM', '- They look great in living rooms, dens, bedrooms, kitchens, entries, dining rooms, bathrooms, offices, man-caves, she sheds, home bars, game rooms, dorms or garages', 'READY TO FRAME', '- You get four 8""x 10"" prints. 8"" x 10"" frames are super easy to buy here on Amazon or at any department or craft store. Choose the frames that work with your decor and the print!', 'MADE TO LAST', '- This print is printed on semi-matte Fuji Crystal Archive paper to last a lifetime.', 'PROUDLY MADE IN THE USA', '- All of my designs are printed here in the good-old USA and packages at our studio in Tomball, TX by a hard-working group of employees that still care about producing quality products', 'LOVE IT OR SEND IT BACK', ""- It's pretty simple, love it or we'll gladly take it back. That's it!"", 'WANT TO SEE MORE?', '- Look for the link ""Personalized Signs by Lone Star Art"" right under the title to see all of my collection.']",B06XD6ZXYF,Five Stars,True,5.0,"Inspirational Sports Quotes - Home Office Inspirational and Motivational Decor, Sport Gym Wall Accessories and House Positive Quote Decoration, Set of 4 Photos (8x10) Unframed Art Print Posters",20761
Perfect for me and I do recommend it,"['New to our product line are these nice Stainless Steel Stackable Name Rings, they are available in Matte, Shiny, Rose Gold, Gold and Coffee colors Stainless Steel. Each ring is personalized with your choice of wording and/or dates. The rings are made of Stainless Steel that will not fade, tarnish or stain your skin. Rose Gold, Gold and Coffee colors are plated over Stainless Steel. Each ring is 3mm wide, the perfect width for stacking! **LISTING IS FOR 1 RING** ( Picture shows five individual rings which are sold separately) Change Quantity to desired number of rings and add to cart separately ****INSIDE ENGRAVING NOT AVAILABLE FOR THIS RING**** ------------ORDERING INSTRUCTIONS--------------- 1. Select Quantity 2. Select Color3. Select Size 4. Enter personalization (35 characters max.) **Please note: Paint in rings is not permanent and will come out over time, length will vary depending on wear of ring. This can easily be repainted at any time using a paint marker and wiping excess with alcohol. Unfortunately, there is not a way to make it permanent in stainless steel, however the engraving (stamping) will always be there**']",B015YI5I40,Love the ring,True,5.0,"Personalized Stackable Name Ring - Stacking Rings - Matte, Shiny, Rose Gold, Gold and Coffee Colors - 3mm Width",1571
Posters did not disappoint. Item is described just as seller advertised.,['8x10 UNFRAMED Prints'],B084VK2JZL,Quality.,True,5.0,"Langston Hughes Quote, African American Flag Wall Art - 8x10 Black Leaders, Civil Rights Poster Print for Home, Classroom Decor, Decoration - Gift for Teachers, Black History Month",58002
"This is a stunning picture to post in my classroom. The colors are bright, the picture is printed perfectly, and the authenticity is exquisite. I teach biology and agriculture so this speaks volumes to me. This is a conversation piece with my students and I hope to purchase more soon.","['ORIGINAL WALL DECOR', 'At VintBo, we specialize in creating unique and memorable pieces of art that are sure to add a fun vintage style to your home decor.', 'ORIGINAL DICTIONARY PAGE', 'The artwork is printed an authentic antique dictionary page from the early to mid-1900’s. The pages that are used for each print are random pages from a vintage dictionary. Each page has a great antique look and feel. You will receive the exact image shown however the dictionary pages that are used will vary. This makes each print one of a kind, as no two pages will be exactly the same.', 'READY TO BE FRAMED', 'The prints DO NOT come framed, but will fit any standard 8x10 frame or any larger frame with an 8x10 matte.', 'GREAT AS A GIFT', 'Our prints make the perfect gift for wall decor for an office, home, bedroom, kitchen, college dorm, dining room, living room, family room, bathroom or even the gym. And they are a great wall decoration for any age: adults, students, kids.', 'HANDMADE IN THE USA', 'I personally create each design and carefully package each print with a protective plastic sleeve inside a rigid mailing envelope to protect the artwork during shipping. Each print measures at 8x10 inches', 'STURDY PACKAGING', 'Each print comes in an EXTRA sturdy envelope for support and protection from any damage during the shipping process.', 'SO MANY MORE DESIGNS', 'Check out the VINTAGE BOOK ART CO store at the top left of this page. I offer a very large variety of prints within my shop here on Amazon. My current print selections include; Vintage Dictionary Art Prints, Gold Foil Prints, Nursery Room Prints, Kids Bedroom Prints, Bathroom Prints, Kitchen Prints, Larger Scale prints and posters, and much more. Enjoy!']",B07TW8RKZB,Stunning picture,True,5.0,"Lungs With Flowers, Sunflowers and Roses, Vintage Dictionary Art Print, Home and Bedroom Decor Wall Art Prints, 8x10 Inches, Ready to Frame",51409
"Exactly as pictured, very pretty!","['A fun novelty gift for caffeine addicts, our Coffee Bean Earrings are fun, lightweight and easy to wear. Coffee-drinkers will love these caffeine-powered earrings that let you wear your coffee all day long. Keep people buzzing about these unusual, creative, artistic earrings. Pair with a coffee mug or add these earrings to a coffee gift basket or coffee lovers gift set. Ear wires are hypoallergenic surgical steel.']",B0186REUAO,Lovely Earrings!,True,5.0,Handmade Coffee Earrings with Real Coffee Beans | Made With Love by Mothers & Women Artisans,5328
Great,"['Wrought Iron Hooks', 'This listing is for 2 wrought iron hooks!They Measure 3"" inches in length and extend 3"" inches from the wall.', 'Two Mounting holes for extra stability.', 'These wrought iron vintage hooks are great for hanging most anything.', 'PlantsHanging LanternsCoat HangersHanging Home Decor', 'Look at our other listings and find other wrought iron hook quanities and lower prices for larger quanities.']",B01N6YKJ8O,Five Stars,True,5.0,Wrought Iron Hooks Wrought Hooks Hanger Wrought Iron hooks for Lantern Wrought Iron Hooks for Coat Wrought Iron Hooks Rustic Wrought Iron Hooks for Hanging Wrought Iron Hooks Vintage - 2 Hooks!,18755
Love the look of these prints on my wall and everyone comments on how fantastic they look.,['6 - 8x10 UNFRAMED Prints'],B08HDKFX5N,Prints,True,5.0,"Banksy Wall Art Set - Inspirational Quotes Room Decor - Motivational Graffiti Street Art for Teens Bedroom, Living Room, Dorm - Set of 6-8x10 each Poster Picture Prints Home Decoration",61119
"Reasonable price($8), fast arrival, beautiful design, and easy application","['Split Letter Decal with custom name in middle in font shown in picture to fit a YETI RAMBLER 20 or 30oz or any other coffee mug or stainless steel tumbler such as Ozark, RTIC, or Boss! 5-7 year high quality indoor/outdoor vinyl Precision die-cut decal with no background, not a cheap sticker No ink, will not fade or run. Waterproof, self-adhesive, and removable Can be applied to any smooth surface. Clear application tape is used for easy and accurate placement. All decals are shipped masked and ready for application. *Cup not included*']",B01M1AV39X,Good buy,True,5.0,Split Initial Monogram Name Decal for 20oz 30oz 40oz Yeti RTIC Ozark Trail Bubba Tumbler Growler Swell Bottle,98031
I loved the necklace.  It was exactly as pictured except there was very little to no color in the stone.  I would have liked more color in the stone.,"[""Aloha! This jewelry reflects my love for our beautiful islands of Hawaii and brings forth our Hawaii Aloha Spirit. Aloha Prices are available each month. If you can't find what you are looking for, try searching yinahawaii April Birthstone or yinahawaii red or yinahawaii turtle, etc.  Jewelry will be made to order directly from Hawaii. Items that are available for Prime will be fulfilled faster from the mainland warehouse.  I normally make the necklaces with a tarnish resistant silver chain at around 20 inches long with a lobster claw catch. If you prefer a different length, please contact me first, I’d be happy to customize it for you. The earrings will come with standard silver French hooks. Lever Backs, Shepherds' hooks, Stainless Steel, stud or even Clip-ons are also available upon request. Leather Cord designs are handmade with Antique Brown leather cord, which is adjustable ranging about 18-30 inches. Bangle bracelets are standard 70mm in diameters. All chain style bracelets are adjustable in size. This handmade in Hawaii jewelry gift is from cultured sea glass that is specially formed into its shape for jewelry making. Each comes with a gift box with Handmade by yinahawaii stamp, an Aloha card and a white ribbon wrapped as shown in the 2nd photo, ready to give as a gift. Please see the 3rd photo for its actual and relative size.There are matching necklaces, earrings and bracelets in my collections.""]",B07CR4G9RJ,Almost prefect,True,4.0,"YInahawaii Handmade Seafoam wire wrapped sea glass necklace, Hibiscus charm, Natural pearl, (Hawaii Gift Wrapped, Customizable Gift Message)",35703
Love them! Nicer then expected for the price! Great quality.  A Must buy!,['6 - 8x10 UNFRAMED Prints'],B082G64DRQ,Super cute!,True,5.0,"Medical Dictionary Art Set - 8x10 Vintage Anatomical Posters - Floral Wall Decor for Doctors Office, Clinic, Med Student Dorm - Shabby Chic Gift for Nurses, Physicians Assistant, PA - Unframed Photos",56022
I bought this as a gift and it really exceeded expectations. Excellent quality and truly unique and amazing.,"['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact dictionary page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",B01M6YP6NN,Excellent quality and truly unique and amazing,True,5.0,"Captain Grumble the Sea Pug Riding His Narwhal Steed, Noodles Art Print Beautifully Upcycled Dictionary Page book Art Print Pug On a Narwhal",16282
"I love this nose ring. I love gold and it just added to the rest of my gold jewelry perfectly. It is big as well, but I have a big nose so it worked out.<br /> It started to hurt my nose after a few days but I just dealt with it and it stopped hurting. The pain does come back but eventually goes away. I’m probably allergic to something in it but whatever lol Also you can’t fit your finger in your nose with it in 🤷🏽‍♀️","['Gold Nose Ring, Unique Gold Plated Indian Hoop Piercing, Tribal Style, 20g, Handmade Piercing Jewelry. Nose rings are the ultimate piercing jewelry if you are looking for a way to feel unique and make a fashion statement. *PLEASE NOTICE: Care must be taken to open the ring by bending it gently sideways.This nose ring is made of thick high-quality 18k gold plating over brass (2 Microns). Spice up your jewelry collection with this awesome ring. Add some edge and whimsical touch to your personality. Product Details: * One Nose ring. * Made of 18K Gold Plating over brass (2 Microns). * Nickel-free, Lead-free. Dimensions: * Width: 3.32mm (0.1307""). .* Ring inner diameter : this ring is open and has an elliptic shape, therefore it fits 5mm-10mm diameter piercing. * Gauge: 20g (0.8mm) ---------------------------------------------------------------------------------------------DIAMETER= the distance across the ring at its widest point.It refers to the internal diameter of the ring inside edge to inside edge.-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------GAUGE= the thickness of the piercing jewelry wire.Gauge sizes work in reverse: the bigger the number- the smaller the hole.-------------------------------------------------------------------------------------------------This design is also available in sterling silver and 14k solid gold in our shop.']",B081XYXV5X,Very cute but may hurt,True,5.0,"Gold Nose Ring, Unique Gold Plated Indian Hoop Piercing, Tribal Style, 20g, Handmade Piercing Jewelry",55460
Bought three of these for Christmas.  They are very cute and everyone loved them.  The packaging was a nice touch as well.,['faceted clear crystal glass stones are framed with gold accents. this pair gives you gorgeous acclaim. It has gold plated brass ear wires. total length is w.10mm x h. 22mm. It comes in a gift box.'],B01GCT31PS,Very cute!,True,5.0,Clear Crystal Glass Drop Earrings,11715
These are super adorable! I bought this one for my daughter and loved it so much I bought 5 other prints as gifts. Will DEFINITELY be purchasing more!,"['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact dictionary page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",B075ZK2JZN,"Love, love, love!",True,5.0,Cavedog the Corgi Rides a Velociraptor Dinosaur Dog Original Art Vintage Dictionary Page Book Art Print,27244
These were a gift for my mother.  She loved them!,"['UNFRAMED PRINTS', '- I have to put this in for the people that don\'t read the words\xa0Unframed Print\xa0in the title.\xa0Of course if they didn\'t read the title or the words on the pictures they probably won\'t read this LOL. We tried. It\'s a print. It\'s not printed on wood, stone, slate, matboard, or any other kind of substrate. It\'s not thick sign, it\'s a print. It\'s not framed. That\'s why every picture says ""Frame not Include"". If you did read this far,\xa0Thank You', 'MAKES A GREAT GIFT', ""- My huge portfolio makes it easy to find the perfect gift for the people you care about. Friends love to get them for Birthdays, Christmas, Hanukkah, weddings, anniversaries, retirement, graduation, Father's Day, Mother's Day, Valentine's Day or house warming. Makes a great gift for your friends, husband, wife, son daughter mom, dad, co-workers, grandfather, grandmother, aunt uncle, cousin, spouse, or boss"", 'PERFECT FOR ANY ROOM', '- They look great in living rooms, dens, bedrooms, kitchens, entries, dining rooms, bathrooms, offices, man-caves, she sheds, home bars, game rooms, dorms or garages', 'READY TO FRAME', '- You get four 8""x 10"" prints. 8"" x 10"" frames are super easy to buy here on Amazon or at any department or craft store. Choose the frames that work with your decor and the print!', 'MADE TO LAST', '- This print is printed on semi-matte Fuji Crystal Archive paper to last a lifetime.', 'PROUDLY MADE IN THE USA', '-\xa0All of my designs are printed here in the good-old USA and packages at our studio in Tomball, TX by a hard-working group of employees that still care about producing quality products', 'LOVE IT OR SEND IT BACK', ""- It's pretty simple, love it or we'll gladly take it back. That's it!"", 'WANT TO SEE MORE?', '- Look for the link ""Personalized Signs by Lone Star Art"" right under the title to see all of my collection.']",B01N5H6OTW,Great,False,5.0,"Original Disney Rides Patent Art Prints - Disney World Amusement Ride Art, Unique Home and Playroom Children Bedroom Decor, Classic Gift for Disney Fans, Set of 4 Photos 8x10 Unframed Print Poster",18546
There was really no ornament that I could find for a couple.  This was perfect and looks great on the tree,"['You & Me Pair Puzzle Piece Laser Cut Wood Ornaments Comes with 2 [Christmas, Holiday, Love, Anniversary, Personalized Gifts, Custom Message, Stocking Stuffers]']",B01LWSM0VP,Great 2 Piece Ornament,True,5.0,"You And Me Puzzle Piece Wood Ornament Pair for Wedding Anniversary, Holiday [Personalized Name Love Ornament, Christmas Gift for Mom, Dad, Husband, Couple, Made in the USA]",14786
Perfect,"['ORIGINAL WALL DECOR', 'At VintBo, we specialize in creating unique and memorable pieces of art that are sure to add a fun vintage style to your home decor.', 'ORIGINAL DICTIONARY PAGE', 'The artwork is printed an authentic antique dictionary page from the early to mid-1900’s. The pages that are used for each print are random pages from a vintage dictionary. Each page has a great antique look and feel. You will receive the exact image shown however the dictionary pages that are used will vary. This makes each print one of a kind, as no two pages will be exactly the same.', 'READY TO BE FRAMED', 'The prints DO NOT come framed, but will fit any standard 8x10 frame or any larger frame with an 8x10 matte.', 'GREAT AS A GIFT', 'Our prints make the perfect gift for wall decor for an office, home, bedroom, kitchen, college dorm, dining room, living room, family room, bathroom or even the gym. And they are a great wall decoration for any age: adults, students, kids.', 'HANDMADE IN THE USA', 'I personally create each design and carefully package each print with a protective plastic sleeve inside a rigid mailing envelope to protect the artwork during shipping. Each print measures at 8x10 inches', 'STURDY PACKAGING', 'Each print comes in an EXTRA sturdy envelope for support and protection from any damage during the shipping process.', 'SO MANY MORE DESIGNS', 'Check out the VINTAGE BOOK ART CO store at the top left of this page. I offer a very large variety of prints within my shop here on Amazon. My current print selections include; Vintage Dictionary Art Prints, Gold Foil Prints, Nursery Room Prints, Kids Bedroom Prints, Bathroom Prints, Kitchen Prints, Larger Scale prints and posters, and much more. Enjoy!']",B015NS3Z7S,Five Stars,True,5.0,"Vintage Corkscrew Illustration Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",513
Love it. Am planning to purchase more,"['ORIGINAL WALL DECOR', 'At VintBo, we specialize in creating unique and memorable pieces of art that are sure to add a fun vintage style to your home decor.', 'ORIGINAL DICTIONARY PAGE', 'The artwork is printed an authentic antique dictionary page from the early to mid-1900’s. The pages that are used for each print are random pages from a vintage dictionary. Each page has a great antique look and feel. You will receive the exact image shown however the dictionary pages that are used will vary. This makes each print one of a kind, as no two pages will be exactly the same.', 'READY TO BE FRAMED', 'The prints DO NOT come framed, but will fit any standard 8x10 frame or any larger frame with an 8x10 matte.', 'GREAT AS A GIFT', 'Our prints make the perfect gift for wall decor for an office, home, bedroom, kitchen, college dorm, dining room, living room, family room, bathroom or even the gym. And they are a great wall decoration for any age: adults, students, kids.', 'HANDMADE IN THE USA', 'I personally create each design and carefully package each print with a protective plastic sleeve inside a rigid mailing envelope to protect the artwork during shipping. Each print measures at 8x10 inches', 'STURDY PACKAGING', 'Each print comes in an EXTRA sturdy envelope for support and protection from any damage during the shipping process.', 'SO MANY MORE DESIGNS', 'Check out the VINTAGE BOOK ART CO store at the top left of this page. I offer a very large variety of prints within my shop here on Amazon. My current print selections include; Vintage Dictionary Art Prints, Gold Foil Prints, Nursery Room Prints, Kids Bedroom Prints, Bathroom Prints, Kitchen Prints, Larger Scale prints and posters, and much more. Enjoy!']",B01B41IZ5K,Unique,True,5.0,"Victorian Gentleman With Red Skull Mask and Octopus Vintage Dictionary Art Print, Antique Wall Art Home Decor, Boho Poster, Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",89079
"Looks just like the picture!  They were gifts for our wedding.  When I had a question, they were very quick to respond and worked with me on a time frame I had.  Truly embodied the Aloha spirit!  I have bought different items since then as well for other occasions.  Beautiful selection!","['Please enter a single letter initial by clicking the ""Customize"" button to personalize the necklace']",B0BFJWQ4YX,Beautiful Jewelry!,True,5.0,"YInahawaii Handmade turquoise bay blue sea glass necklace,starfish charm,Natural pearl, December Birthstone "", (Hawaii Gift Wrapped, Customizable Gift Message)",76426
"The ear rings were exactly as I had imagined. Very dainty, easy to wear and has not irritated my ears after 3 days wear!","['Handmade U Shape Upside Down Dangle Earrings', ""** Hard wire threader earrings featuring a elliptical design in solid 925 sterling silver** Each end of the earrings is polished to be smooth and safe to your ears** Be gentle with this earring; It's soft and flimsy silver wire, easy to bent**One side is long and the other is short, which helps the earrings stay on your ears better""]",B09TSHG1Q4,Dainty,False,5.0,"Pull Through Earrings Sterling Silver Wire Loop Threader Hoops Earrings, 18 Gauge (1.0mm)",72061
