,text,description,parent_asin,review_title,verified_purchase,rating,product_title,id,manual_labels,gpt4o,llama3-8b,llama3-70b
8969,text: Thank you :),"description: ['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact dictionary page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",parent_asin: B01CTHAYHU,review_title: Five Stars,verified_purchase: True,rating: 5.0,product_title: Jimmy Slothton Is In the Pocket Bass Playing Sloth Dictionary Page Book Art Print,id: 8834,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7811,text: Specs exactly as listed,"description: ['This Listing is for ONE BRACKET ONLY. (WOOD SHELF NOT INCLUDED). Each number quantity represents how many brackets you would like. For Example: ""Quantity: 1 = One Bracket. Quantity: 2 = Two Brackets And so on..."" Metal Size: 1.5"" Wide x 3/16"" Thick & 1"" or .75"" Lip on the front. Custom make it to any board you need. Weight Limit: Varies in size you pick, but all brackets are tested with 50lbs each. Color: Raw Rusty Metal. Surface Texture: flat textured. Stain/Coat: Clear Gloss coated. Weather Proof: Yes, Indoor or outside. ***Wall-mounting wood Stud Screws NOT included, Drywall anchors not included, because every wall is different... You need to use appropriate anchors, if stud is not available.***']",parent_asin: B07K2BBDPY,review_title: Heavy duty,verified_purchase: True,rating: 5.0,"product_title: Custom Hook Shelf Bracket Ordering, J Bracket, Metal Shelf Bracket, Industrial Shelf Bracket, Modern Shelf Bracket.",id: 42173,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2417,text: I love this name puzzle. Well made and looks nice out on a table as decor even. Love it!,"description: ['Name Puzzles with Mixed Case Raised Letters are', 'highly recommended by early childhood and kindergarten teachers', '.They are colorful, fun, educational and make fantastic gifts. They teach children how they will be taught in school to print their name .', 'All letters, upper and lower case, pass the CPSC choke tube test. ""Holes"" (like in an ""O"") are not cut out. They are just not painted.', 'We use a durable, child safe paint and three clear coats of finish on all puzzles. We do not use a mineral oil based finish. Puzzles sizes are are 4.25"" wide and 12"" - 24"" long and 1/2"" thick mdf. Letters are 1/4"" thick and are NOT intended for teething.', 'Replacement letters are available in our Amazon Store']",parent_asin: B01FKQKGY8,review_title: Great name,verified_purchase: True,rating: 5.0,product_title: Personalized Name Puzzle by J and P Wood Products,id: 10834,POSITIVE,POSITIVE,POSITIVE,POSITIVE
13522,text: I purchased my first ring 3 years ago and my second last week. They’re still exactly the same and exactly what I expected. These are so light and dainty that I don’t think I’ve taken it off for as long as I’ve had it.,"description: [""Artist hand made  .925 Sterling Silver tiny silver band (1.3mm) is handstamped with 'teeny and tiny' letters. *Individual ring - for multiple ring please add one item, go back and add 2nd *  **important, please double check on size and spelling of the names""]",parent_asin: B074R7BSN2,review_title: Second purchase!,verified_purchase: True,rating: 5.0,product_title: Teeny Tiny Stacking Sterling Silver Ring By Hannah Design Personalized Ring,id: 25223,POSITIVE,POSITIVE,POSITIVE,POSITIVE
1107,"text: Easy to apply. Stuck on well.<br />I added a few layers of sealer since this cabinet will be on under a covered patio.<br />Lettering decal: Redesign with Prima, Flower Collector.<br />I cut out each element and taped them on for placement, then hinged the backing to apply.","description: ['► THE WALL MUST BE DRY, LIGHT, SMOOTH, CLEAN, AND FREE OF DUST. IT IS NOT SUITABLE FOR THE TOO MUCH TEXTURED WALLS Floral wall decal, peony bouquet flowers removable peel and stick wall sticker INCLUDES: ► 6 Separate cut out peonies ranging in approximate sizes of 24""/61cm to 15.7""/40cm to 14.9""/38cm ► 14 Separate leaves and leaf clusters ranging in approximate sizes of 12.5""/32cm to 10.2""/26cm to 8.6""/22cm ► Quick installation – Just peel and stick – you can easily re-position if needed. ► Cut from premium self-adhesive decal material specifically designed for home decor ► Matte finish ► Removable►We strongly recommend applying the decals 3 weeks after painting.Peel and stick wall decal material may not stick to textured, newly painted, painted with acrylic paint wall ►Green guard gold certified HP Latex print quality']",parent_asin: B07M7PFZXV,review_title: Too cute,verified_purchase: True,rating: 5.0,"product_title: Murwall Floral Peonies Wall Decal, Peony Bouquet Flowers Removable Peel and Stick Wall Sticker",id: 44222,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6220,text: I get so many compliments on this!  Just love it.  Very fun and different,"description: ['ORIGINAL WALL DECOR', 'At VintBo, we specialize in creating unique and memorable pieces of art that are sure to add a fun vintage style to your home decor.', 'ORIGINAL DICTIONARY PAGE', 'The artwork is printed an authentic antique dictionary page from the early to mid-1900’s. The pages that are used for each print are random pages from a vintage dictionary. Each page has a great antique look and feel. You will receive the exact image shown however the dictionary pages that are used will vary. This makes each print one of a kind, as no two pages will be exactly the same.', 'READY TO BE FRAMED', 'The prints DO NOT come framed, but will fit any standard 8x10 frame or any larger frame with an 8x10 matte.', 'GREAT AS A GIFT', 'Our prints make the perfect gift for wall decor for an office, home, bedroom, kitchen, college dorm, dining room, living room, family room, bathroom or even the gym. And they are a great wall decoration for any age: adults, students, kids.', 'HANDMADE IN THE USA', 'I personally create each design and carefully package each print with a protective plastic sleeve inside a rigid mailing envelope to protect the artwork during shipping. Each print measures at 8x10 inches', 'STURDY PACKAGING', 'Each print comes in an EXTRA sturdy envelope for support and protection from any damage during the shipping process.', 'SO MANY MORE DESIGNS', 'Check out the VINTAGE BOOK ART CO store at the top left of this page. I offer a very large variety of prints within my shop here on Amazon. My current print selections include; Vintage Dictionary Art Prints, Gold Foil Prints, Nursery Room Prints, Kids Bedroom Prints, Bathroom Prints, Kitchen Prints, Larger Scale prints and posters, and much more. Enjoy!']",parent_asin: B01AVKJMB6,review_title: Just love it. Very fun and,verified_purchase: True,rating: 5.0,"product_title: Octopus With Red Hearts Octopus Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",id: 88909,POSITIVE,POSITIVE,POSITIVE,POSITIVE
3487,text: Not worth it ! Literally the size of a sheet of binder paper . And quality isn’t that good either . Save your money,"description: ['FINEST QUALITY INKS AND PAPER:', 'Decor features purple, black, blue, yellow and white using the finest inks available. Printed on 80# coated paper with a matte finish. The actual paper size has dimensions of 8"" x 10"".', 'UNIQUE CELESTIAL OUTER SPACE POSTERS:', 'This beautiful art piece illustrates a spaceman on a glowing lunar boat paddling through a wave of clouds with the whole celestial galaxy above.', 'SUITABLE FOR MANY ENVIRONMENTS:', ""This picture is perfect for a college dorm, bathroom, bedroom, office, kitchen or living room. Once framed it's ready to hang."", 'IDEAL GIFT FOR LOVERS OF CREATIVE ART:', 'Anyone who appreciates unusual, trippy pieces will love this picture packaged in a protective sleeve ensuring it arrives to your home in perfect condition.', 'TRUSTED BRAND PRINTED IN THE USA:', ""Fuzzy Ink follows higher standards and guidelines since we print in America. If you aren't completely satisfied with your print please contact us and we will make it right."", ""We also love seeing our prints displayed in the wild so if you have any photos that you'd like to share with us please let us know!""]",parent_asin: B074HWL3TK,review_title: Too Small !,verified_purchase: True,rating: 1.0,product_title: Outer Space Wall Art - Astronomy Artwork of Astronaut Rowing in Crescent Moon With A Universe of Stars 8 x 10 Inch Unframed Planet Decor,id: 24893,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE
1247,"text: I gave it 4 stars because it is awsome, we love it turned out great, I would have gave it 5 if they used a diffrent transpher paper lol this was the hardest of all my decals to put up and as you can see we got two, the first one we tryed to do in one large section and a little stretching and pulling,  it nothing major. It still turned out fabuless but was a long slow processes, if you dnt have the patients to take your time mabey not the best decal for you, the second one, I saw another review ware they took the transpher paper off in small sections THATS THE WAY TO GO!!! Still took sometime to get it all up, but it was alot easyer  then the first go lol and no stretching of the decal!!! Pro tip when it was up it looked like it wouldn't stay very long, I took a blow dryer to it and rubbed it down with a cloth, and boy that made all the difference looks great the boys love it,  and I dnt see it coming down any time soon 😊","description: [""Complete your gamer room with this awesome 3d looking name decal. Each name is custom designed to look 3d and fun. The height will vary because the length of each name is different but don't worry, it will look proportional. Mock up sent upon request. While the decal may have features that look like something from a well known game where you mine and craft, the unique designs and artwork are individually designed for each name by a designer that is not associated, affiliated, endorsed, or sponsored by any game or company.""]",parent_asin: B016CEAEMG,"review_title: Long, slow process, but WORTH IT!!",verified_purchase: True,rating: 4.0,product_title: Personalized Gamer Name decal 3D Looking Gamer Room Wall Vinyl Decal Sticker,id: 83943,POSITIVE,POSITIVE,POSITIVE,POSITIVE
11755,text: I love these and they are unique !!!,"description: ['Are you looking for REAL RUSTY Numbers and Letters made from corrugated tin roofing?  Our letters make rustic wall decor elements for any room. Use our rusty galvanized metal letters in your:  log cabin living room bedroom bathroom kids room laundry room or even more!  Each galvanized piece is unique. Each piece may contain rust, nail holes, weathering and other imperfections giving each piece it\'s own unique character. How To Order Multiple Letters For ordering multiple letters, please change the quantity to the total number you want. Enter one of the letters in the required letter field. Then in the Notes section of the customization, please tell us the letters you want. For example if you want ""HOME"" enter the quantity of 4, the letter H for your letter choice, then in the notes put ""Please send HOME "" you will not get 4 H\'s but the requested HOME. If you don\'t specify in the notes with the order you WILL get 4 H\'s.  If you realize you have made a mistake please cancel and reorder with the correct notes. Optional Wall Hanger Please specify if you want the hanger added to your letter. Hangers will only hold up to 30"" tall letters. Larger letters are too heavy for such attachment. Please attach Giant letters with screws or nails.  My customer\'s satisfaction is of utmost importance to me, please contact us first before leaving feedback.Base price is for 8"" tall letters. Please use a ruler or tape measure to visualize the height before ordering. Several sizes are pictured The main picture is 16"" M and 12"" T and W.']",parent_asin: B018RXP4M0,review_title: Excellent product !,verified_purchase: True,rating: 5.0,"product_title: Rusty Tin Letters Rustic Metal Wall Decor 8"" - 36"" Galvanized Farmhouse Wedding Decorations",id: 87094,POSITIVE,POSITIVE,POSITIVE,POSITIVE
5155,text: Did not know Frame was not with it VERY High Price for a paper copy !!!!!!  Not happy !!!,"description: ['ORIGINAL WALL DECOR', 'At VintBo, we specialize in creating unique and memorable pieces of art that are sure to add a fun vintage style to your home decor.', 'ORIGINAL DICTIONARY PAGE', 'The artwork is printed an authentic antique dictionary page from the early to mid-1900’s. The pages that are used for each print are random pages from a vintage dictionary. Each page has a great antique look and feel. You will receive the exact image shown however the dictionary pages that are used will vary. This makes each print one of a kind, as no two pages will be exactly the same.', 'READY TO BE FRAMED', 'The prints DO NOT come framed, but will fit any standard 8x10 frame or any larger frame with an 8x10 matte.', 'GREAT AS A GIFT', 'Our prints make the perfect gift for wall decor for an office, home, bedroom, kitchen, college dorm, dining room, living room, family room, bathroom or even the gym. And they are a great wall decoration for any age: adults, students, kids.', 'HANDMADE IN THE USA', 'I personally create each design and carefully package each print with a protective plastic sleeve inside a rigid mailing envelope to protect the artwork during shipping. Each print measures at 8x10 inches', 'STURDY PACKAGING', 'Each print comes in an EXTRA sturdy envelope for support and protection from any damage during the shipping process.', 'SO MANY MORE DESIGNS', 'Check out the VINTAGE BOOK ART CO store at the top left of this page. I offer a very large variety of prints within my shop here on Amazon. My current print selections include; Vintage Dictionary Art Prints, Gold Foil Prints, Nursery Room Prints, Kids Bedroom Prints, Bathroom Prints, Kitchen Prints, Larger Scale prints and posters, and much more. Enjoy!']",parent_asin: B015X3F4AE,review_title: NO FRAME  way to much money for paper copy !!!!,verified_purchase: True,rating: 1.0,"product_title: Steampunk Cat Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To Frame",id: 1246,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE
5800,text: Just wayyyyy too big. And not adjustable,"description: [""Party Casa's bestselling cotton mask is now on Amazon! Our single layer cotton gauze is thinner than double and triple layered masks making it more lightweight, breathable and comfortable. Mask fit can be adjusted by pulling ear loops to tighten material for a closer fit and a simple knot will secure the loop, or ear loops can be left untied for a looser fit. Other mask colors shown are not included and sold as separate listings. We are a female owned small business and we thank you for your support! Join our family of satisfied customers breathing easier!""]",parent_asin: B08QV7PHXL,review_title: Not adjustable. Huge.,verified_purchase: True,rating: 1.0,"product_title: Adult Face Mask, Breathable, Single Layer, Cotton, Lightweight, Adjustable, and Reversible (Black)",id: 63028,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE
4038,"text: Having to succumb to age is never fun, but these gorgeous glasses made it more bearable. I actually enjoy wearing them because they are so cute! The bejeweled sides make me feel at least a little more youthful! And they appear to be great quality.<br />I have to mention the customer service, which is BEYOND perfection. I tried to figure out my own script (mistake, I know) and realized I got it much too strong. The glasses had not yet shipped so I contacted the seller to see if they could update it to a lesser strength. No problem, they said. Unfortunately, I still received the script I had initially ordered. My mistake, of course. I thought I’d just let them know, but in no way expected the response I received. Not only did they apologize, but they immediately sent me a second pair of glasses with the lesser script and told me not to worry about returning the first. I was so pleasantly surprised and these work great! I am using them as I type this up. The packaging is also beautiful and comes with a sweet thank you sticker that shows they truly care about their customers. Just a great company and a great touch. Thank you for standing above and beyond in customer service. As I transition from this script I plan to only purchase from you!","description: ['Introducing our Hand Embellished Reading Glasses, proudly crafted in the USA with Genuine European Crystals. Our glasses are created with meticulous attention to detail, and our in-house optical lab customizes the lenses to provide exceptional optical quality, clarity, and comfort. The Crystal-clear vision is achieved through the use of optical quality lenses and frames, while the scratch-resistant and aspheric lenses offer distortion-free viewing. We prioritize your safety and well-being, which is why our glasses are LEAD-Free. We recognize that everyone\'s eyesight is unique, which is why we offer multiple power options ranging from +1.00 to +4.00 and +5.00 +6.00. Our glasses come complete with a matching padded case and soft microfiber black case, providing optimal protection for your glasses. Our crystal glasses have received numerous compliments from our satisfied customers. Our policy is ""Fit & Style Guaranteed,"" so if you are not satisfied with your purchase within 30 days, we offer free returns and a full refund, including a prepaid return label ""Send us a message"". We also offer a 180-day warranty on our frames and crystals. Our reading glasses are designed with women in mind, featuring a durable and stylish Plastic Temple and Plastic Frame, while the Injection frame provides maximum comfort and flexibility. We also offer customization options for our Sun Readers and Sunglasses. Experience the ultimate reading glasses with our Hand Embellished Readers from the best online brand of fancy bling reading glasses By NY Fifth Avenue.']",parent_asin: B0C3WLLT25,"review_title: Stunning glasses, stellar customer service!",verified_purchase: True,rating: 5.0,"product_title: The French, (Bling) Fleur De Lis Women Reading Glasses Adorned with (Clear + Aurora Borealis) Austrian Crystals, Magnifying (Black) Rectangular. NY Fifth Avenue. (+2.50)",id: 80790,POSITIVE,POSITIVE,POSITIVE,POSITIVE
